S1,I41,11.6899,
S1,I42,611.943,
S1,I43,318.583,
S1,I44,372.802,
S1,I45,444.231,
S1,I46,470.792,
S1,I47,632.612,
S1,I48,261.939,
S1,I49,7.80526,
S1,I50,5.87924,
S1,I51,271.151,
S1,I52,118.053,
S1,I53,697.791,
S1,I54,594.904,
S1,I55,320.495,
S1,I56,293.99,
S1,I57,514.363,
S1,I58,472.139,
S1,I59,116.474,
S1,I60,8.6188,
S1,I61,133.685,
S1,I62,119.614,
S1,I63,9.18589,
S1,I64,370.465,
