-2.603519260883331299e-01,-2.658121585845947266e-01,-2.712159454822540283e-01,-2.738197147846221924e-01,-2.729569673538208008e-01,-2.734540104866027832e-01,-2.764607071876525879e-01,-2.778457999229431152e-01,-2.802025079727172852e-01,-2.855126857757568359e-01,-2.896465659141540527e-01,-2.873387038707733154e-01,-2.891787588596343994e-01
5.179442167282104492e-01,4.465534090995788574e-01,3.444204032421112061e-01,1.961404383182525635e-01,6.029400229454040527e-02,8.718065917491912842e-03,-2.032127231359481812e-02,-1.332228630781173706e-01,-1.922897845506668091e-01,-2.479900568723678589e-01,-2.764609456062316895e-01,-2.876113057136535645e-01,-3.094021081924438477e-01
3.223068267107009888e-02,-1.544159743934869766e-02,2.036219239234924316e-01,2.647991776466369629e-01,8.450316265225410461e-03,-2.783381342887878418e-01,-3.323068022727966309e-01,-4.325862228870391846e-01,-3.443615138530731201e-01,-1.686034500598907471e-01,2.721632421016693115e-01,3.978943228721618652e-01,3.641913831233978271e-01
-3.206056058406829834e-01,-2.875987291336059570e-01,1.272711530327796936e-02,3.454024195671081543e-01,5.290988683700561523e-01,4.602233171463012695e-01,5.826254561543464661e-02,-9.145474433898925781e-02,-2.848981320858001709e-01,-1.413708031177520752e-01,6.190526485443115234e-02,-4.425972700119018555e-02,-2.908279001712799072e-01
-2.681751847267150879e-01,5.971175432205200195e-02,1.427304446697235107e-01,1.090962998569011688e-02,-5.073920637369155884e-02,5.982579290866851807e-02,3.274448513984680176e-01,2.396955192089080811e-01,-1.123502105474472046e-01,-5.151634812355041504e-01,-4.413680434226989746e-01,4.160577803850173950e-02,5.085714459419250488e-01
-4.686798155307769775e-01,2.063757181167602539e-01,4.377484619617462158e-01,-5.274699628353118896e-02,-5.716460943222045898e-02,1.229996085166931152e-01,-3.743134438991546631e-03,-5.041330456733703613e-01,2.670570611953735352e-01,3.123400211334228516e-01,-1.206592693924903870e-01,-2.702948451042175293e-01,1.195308119058609009e-01
2.857850492000579834e-02,-5.573803558945655823e-02,-1.196385845541954041e-01,2.049747109413146973e-01,3.996389210224151611e-01,-1.063515469431877136e-01,-6.165726184844970703e-01,1.387489885091781616e-01,4.595296978950500488e-01,-7.686193287372589111e-02,-3.199546635150909424e-01,-1.168376505374908447e-01,1.903040707111358643e-01
2.191447019577026367e-01,2.223505675792694092e-01,-3.889887630939483643e-01,-3.806304931640625000e-01,1.430493742227554321e-01,5.086585879325866699e-01,-1.492816358804702759e-01,-2.595142126083374023e-01,-2.645294368267059326e-01,1.633298397064208984e-01,-1.919700801372528076e-01,7.334549725055694580e-02,3.140542805194854736e-01
2.512034475803375244e-01,-4.803011417388916016e-01,3.600212931632995605e-02,4.485708475112915039e-01,-3.935551643371582031e-01,1.641531586647033691e-01,2.489646524190902710e-02,-2.771330624818801880e-02,-1.158511787652969360e-01,3.788053393363952637e-01,-3.691013455390930176e-01,-6.748595833778381348e-02,1.509010344743728638e-01
-1.192646101117134094e-01,1.256094127893447876e-02,3.049564063549041748e-01,-2.021646201610565186e-01,2.203564047813415527e-01,-2.166401743888854980e-01,-2.058522701263427734e-01,4.517911970615386963e-01,-5.282905101776123047e-01,4.063289165496826172e-01,-2.035488002002239227e-02,-2.267534732818603516e-01,1.172343194484710693e-01
-5.580442771315574646e-02,-6.967981159687042236e-02,4.135009944438934326e-01,-2.454282641410827637e-01,-2.605165541172027588e-01,3.744334876537322998e-01,-3.945167958736419678e-01,2.073295414447784424e-01,6.702244281768798828e-02,-9.999522566795349121e-02,-1.340121626853942871e-01,4.882897734642028809e-01,-2.885085940361022949e-01
2.804192006587982178e-01,-4.393895864486694336e-01,2.605059146881103516e-01,-3.940945267677307129e-01,4.192214012145996094e-01,-2.408747076988220215e-01,2.926180958747863770e-01,-2.511355280876159668e-01,1.181628704071044922e-01,4.124473035335540771e-02,-2.522753179073333740e-01,2.056062668561935425e-01,-3.295616060495376587e-02
2.462274283170700073e-01,-3.457084298133850098e-01,2.354364246129989624e-01,-2.229421287775039673e-01,-9.363365918397903442e-02,2.738919854164123535e-01,-1.240533217787742615e-01,2.043981850147247314e-02,9.331304579973220825e-02,-3.045319616794586182e-01,4.415072202682495117e-01,-4.939069449901580811e-01,2.735197544097900391e-01
